1.700000000000000000e+01,1.700000000000000000e+01,2.334318637847900391e+00
1.700000000000000000e+01,1.700000000000000000e+01,2.131551980972290039e+00
5.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+00
9.000000000000000000e+00,1.000000000000000000e+01,2.577120780944824219e+00
2.500000000000000000e+01,2.500000000000000000e+01,2.655673027038574219e+00
3.100000000000000000e+01,3.100000000000000000e+01,2.888284921646118164e+00
4.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
8.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00,1.518458724021911621e+00
3.000000000000000000e+00,3.000000000000000000e+00,2.270151376724243164e+00
1.100000000000000000e+01,1.100000000000000000e+01,nan
1.700000000000000000e+01,1.700000000000000000e+01,3.296358108520507812e+00
2.400000000000000000e+01,2.400000000000000000e+01,nan
1.600000000000000000e+01,1.400000000000000000e+01,1.974087715148925781e+00
4.000000000000000000e+00,9.000000000000000000e+00,nan
6.000000000000000000e+00,9.000000000000000000e+00,1.641745805740356445e+00
2.400000000000000000e+01,2.400000000000000000e+01,nan
3.400000000000000000e+01,3.400000000000000000e+01,nan
1.000000000000000000e+01,1.000000000000000000e+01,3.014075756072998047e+00
2.900000000000000000e+01,2.900000000000000000e+01,2.471517562866210938e+00
1.300000000000000000e+01,1.200000000000000000e+01,nan
7.000000000000000000e+00,7.000000000000000000e+00,1.916107177734375000e+00
1.000000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00
3.300000000000000000e+01,2.500000000000000000e+01,2.471517562866210938e+00
3.000000000000000000e+01,3.000000000000000000e+01,3.735758781433105469e+00
1.200000000000000000e+01,1.400000000000000000e+01,2.540329456329345703e+00
1.000000000000000000e+00,5.000000000000000000e+00,1.367879390716552734e+00
5.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
1.400000000000000000e+01,1.400000000000000000e+01,1.394239664077758789e+00
2.400000000000000000e+01,2.400000000000000000e+01,nan
3.700000000000000000e+01,2.700000000000000000e+01,2.518087387084960938e+00
2.000000000000000000e+00,9.000000000000000000e+00,2.191771030426025391e+00
3.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00
1.000000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00
1.500000000000000000e+01,1.400000000000000000e+01,1.735758781433105469e+00
9.000000000000000000e+00,3.000000000000000000e+00,1.367879390716552734e+00
2.600000000000000000e+01,2.600000000000000000e+01,nan
1.700000000000000000e+01,1.600000000000000000e+01,1.981932878494262695e+00
3.300000000000000000e+01,2.500000000000000000e+01,2.471517562866210938e+00
1.200000000000000000e+01,1.400000000000000000e+01,2.445394992828369141e+00
9.000000000000000000e+00,8.000000000000000000e+00,1.367879390716552734e+00
9.000000000000000000e+00,7.000000000000000000e+00,1.367879390716552734e+00
2.600000000000000000e+01,2.600000000000000000e+01,nan
2.500000000000000000e+01,2.500000000000000000e+01,2.609791994094848633e+00
3.000000000000000000e+01,3.000000000000000000e+01,3.735758781433105469e+00
1.200000000000000000e+01,1.400000000000000000e+01,2.644615173339843750e+00
9.000000000000000000e+00,4.000000000000000000e+00,1.373273849487304688e+00
2.500000000000000000e+01,2.500000000000000000e+01,2.471517562866210938e+00
9.000000000000000000e+00,1.100000000000000000e+01,nan
2.500000000000000000e+01,2.500000000000000000e+01,2.901549100875854492e+00
2.400000000000000000e+01,2.400000000000000000e+01,nan
1.300000000000000000e+01,1.200000000000000000e+01,nan
1.400000000000000000e+01,1.200000000000000000e+01,nan
3.200000000000000000e+01,3.200000000000000000e+01,nan
1.500000000000000000e+01,1.600000000000000000e+01,2.768178701400756836e+00
3.400000000000000000e+01,3.400000000000000000e+01,nan
5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+00,1.000000000000000000e+01,1.367879390716552734e+00
2.500000000000000000e+01,2.500000000000000000e+01,2.655673027038574219e+00
3.500000000000000000e+01,3.500000000000000000e+01,nan
2.000000000000000000e+00,9.000000000000000000e+00,2.188870668411254883e+00
1.300000000000000000e+01,1.200000000000000000e+01,nan
2.200000000000000000e+01,2.200000000000000000e+01,3.582133054733276367e+00
1.500000000000000000e+01,1.600000000000000000e+01,2.326822042465209961e+00
3.200000000000000000e+01,3.200000000000000000e+01,nan
8.000000000000000000e+00,8.000000000000000000e+00,2.000000000000000000e+00
1.200000000000000000e+01,1.600000000000000000e+01,1.371044874191284180e+00
1.500000000000000000e+01,1.600000000000000000e+01,2.155164003372192383e+00
3.500000000000000000e+01,3.500000000000000000e+01,nan
4.000000000000000000e+00,5.000000000000000000e+00,2.388182163238525391e+00
1.300000000000000000e+01,1.200000000000000000e+01,nan
2.700000000000000000e+01,2.700000000000000000e+01,3.199524641036987305e+00
5.000000000000000000e+00,5.000000000000000000e+00,2.800757169723510742e+00
2.600000000000000000e+01,2.600000000000000000e+01,nan
2.700000000000000000e+01,2.700000000000000000e+01,3.199524641036987305e+00
0.000000000000000000e+00,3.000000000000000000e+00,1.713207483291625977e+00
1.000000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00
9.000000000000000000e+00,9.000000000000000000e+00,nan
8.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
3.100000000000000000e+01,3.100000000000000000e+01,2.702449321746826172e+00
1.500000000000000000e+01,1.200000000000000000e+01,1.738553524017333984e+00
6.000000000000000000e+00,8.000000000000000000e+00,2.303962230682373047e+00
1.300000000000000000e+01,1.200000000000000000e+01,1.735758781433105469e+00
1.700000000000000000e+01,1.700000000000000000e+01,2.120370388031005859e+00
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00
3.600000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+01,3.832901477813720703e+00
3.400000000000000000e+01,3.400000000000000000e+01,nan
3.300000000000000000e+01,2.500000000000000000e+01,2.471517562866210938e+00
1.000000000000000000e+00,2.200000000000000000e+01,2.554211616516113281e+00
1.700000000000000000e+01,1.700000000000000000e+01,2.310578346252441406e+00
4.000000000000000000e+00,4.000000000000000000e+00,1.750667095184326172e+00
1.100000000000000000e+01,1.100000000000000000e+01,nan
1.600000000000000000e+01,1.700000000000000000e+01,2.168418169021606445e+00
2.800000000000000000e+01,2.800000000000000000e+01,nan
2.400000000000000000e+01,2.400000000000000000e+01,nan
0.000000000000000000e+00,5.000000000000000000e+00,2.837857246398925781e+00
1.700000000000000000e+01,1.700000000000000000e+01,1.736489295959472656e+00
3.100000000000000000e+01,3.100000000000000000e+01,2.888284921646118164e+00
6.000000000000000000e+00,9.000000000000000000e+00,1.735758781433105469e+00
3.300000000000000000e+01,2.500000000000000000e+01,2.471517562866210938e+00
1.100000000000000000e+01,1.100000000000000000e+01,4.034359455108642578e+00
2.600000000000000000e+01,2.600000000000000000e+01,nan
3.100000000000000000e+01,3.100000000000000000e+01,2.702449321746826172e+00
0.000000000000000000e+00,5.000000000000000000e+00,1.950957059860229492e+00
6.000000000000000000e+00,9.000000000000000000e+00,nan
2.800000000000000000e+01,2.800000000000000000e+01,nan
3.300000000000000000e+01,2.500000000000000000e+01,2.471517562866210938e+00
1.300000000000000000e+01,1.200000000000000000e+01,nan
2.600000000000000000e+01,2.600000000000000000e+01,nan
8.000000000000000000e+00,8.000000000000000000e+00,1.787331342697143555e+00
3.000000000000000000e+01,3.000000000000000000e+01,3.735758781433105469e+00
5.000000000000000000e+00,5.000000000000000000e+00,2.417709350585937500e+00
3.000000000000000000e+01,3.000000000000000000e+01,3.735758781433105469e+00
8.000000000000000000e+00,8.000000000000000000e+00,2.419414281845092773e+00
3.700000000000000000e+01,2.700000000000000000e+01,2.518087387084960938e+00
2.400000000000000000e+01,2.400000000000000000e+01,nan
2.400000000000000000e+01,2.400000000000000000e+01,nan
1.700000000000000000e+01,1.700000000000000000e+01,1.736489295959472656e+00
2.500000000000000000e+01,2.500000000000000000e+01,2.867945432662963867e+00
6.000000000000000000e+00,1.000000000000000000e+01,3.853356599807739258e+00
1.600000000000000000e+01,1.700000000000000000e+01,nan
1.400000000000000000e+01,1.200000000000000000e+01,2.138710260391235352e+00
3.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+00
1.500000000000000000e+01,1.600000000000000000e+01,2.842443227767944336e+00
2.200000000000000000e+01,2.200000000000000000e+01,3.008513689041137695e+00
2.000000000000000000e+00,1.400000000000000000e+01,1.947121381759643555e+00
3.000000000000000000e+00,8.000000000000000000e+00,2.348747491836547852e+00
2.700000000000000000e+01,2.700000000000000000e+01,3.199524641036987305e+00
1.500000000000000000e+01,1.600000000000000000e+01,2.911703109741210938e+00
1.600000000000000000e+01,1.700000000000000000e+01,nan
1.300000000000000000e+01,1.400000000000000000e+01,1.819659471511840820e+00
1.300000000000000000e+01,1.200000000000000000e+01,nan
9.000000000000000000e+00,1.000000000000000000e+01,2.611687183380126953e+00
9.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,1.884796142578125000e+00
1.000000000000000000e+00,2.200000000000000000e+01,2.590811252593994141e+00
2.200000000000000000e+01,2.200000000000000000e+01,4.367879390716552734e+00
4.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00
9.000000000000000000e+00,9.000000000000000000e+00,1.886816740036010742e+00
1.000000000000000000e+00,2.200000000000000000e+01,2.622811079025268555e+00
1.000000000000000000e+01,1.000000000000000000e+01,1.933902978897094727e+00
3.100000000000000000e+01,3.100000000000000000e+01,2.702449321746826172e+00
4.000000000000000000e+00,4.000000000000000000e+00,1.376560211181640625e+00
